Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Yield_Metric_t_ha,Profit_Margin_Pct,Water_Productivity_t_m3,Total_NPK_kg_ha,Cost_Per_Tonne_INR,Pesticide_Risk_Ratio
SF12226,Maharashtra,Nashik,Rice,Kharif,2.68,695.3,25.4,80.3,6.8,7.2,26.6,122,45.7,80.7,Drip,145.8,5.76,0.89,3.6,9.65,22611,159200,218196,58996,3808,2.534,64.5,3.6,27.03807586,0.002534139,248.4,16497.40933,0.089302326
SF12227,Punjab,Ludhiana,Rice,Zaid,9.57,631.6,32.8,59.4,7.8,6.1,30.2,140.7,67.5,87.6,Rainfed,150.8,5.81,0.85,2.04,19.52,21627,742574,422159,-320415,8234,2.371,46.5,2.04,-75.89912805,0.002370658,295.8,38041.70082,0.124946237
SF12228,Madhya Pradesh,Indore,Rice,Kharif,10.85,946,27.9,72,6.4,6.62,29.4,65.7,61.5,130.1,Rainfed,251,2.89,0.85,4.1,44.48,23578,731670,1048749,317079,9934,4.478,73.7,4.1,30.23402168,0.004477552,257.3,16449.41547,0.039213026
SF12229,Andhra Pradesh,Guntur,Sugarcane,Zaid,5.17,311.8,30.9,48.8,7.3,7.19,22.9,139.3,73.7,119.9,Flood,117.7,7.08,1,34.85,180.17,3801,300989,684826,383837,13077,13.778,20.6,34.85,56.04883576,0.013777625,332.9,1670.583338,0.34368932
SF12230,Madhya Pradesh,Indore,Rice,Kharif,5.31,653.8,24.3,65.6,8.5,5.99,33.2,124.8,74.6,93.4,Drip,205.3,6.46,0.72,2.3,12.21,21645,342500,264285,-78215,7440,1.641,36.8,2.3,-29.59494485,0.001641129,292.8,28050.77805,0.175543478
SF12231,Karnataka,Raichur,Rice,Rabi,10.73,862.8,22.3,55.9,9.7,6.88,24.5,88.3,71.2,52.4,Drip,221.9,0.77,0.78,3.1,33.26,24006,639745,798440,158695,12494,2.662,63.6,3.1,19.87563248,0.002662078,211.9,19234.66627,0.012106918
SF12232,Andhra Pradesh,Guntur,Groundnut,Kharif,2.14,910.2,29.8,62.8,8.4,6.38,27.9,51.4,85.8,95.9,Rainfed,187,4.6,0.92,1.4,3,40503,146512,121509,-25003,552,5.435,50.3,1.4,-20.5770766,0.005434783,233.1,48837.33333,0.091451292
SF12233,Andhra Pradesh,Krishna,Wheat,Kharif,2.72,1164.7,28.5,53.3,6.7,7.31,29.6,112.9,51.3,86.7,Sprinkler,97.9,2.52,0.81,1.83,4.98,21346,159216,106303,-52913,1346,3.7,64.5,1.83,-49.77564133,0.003699851,250.9,31971.08434,0.039069767
SF12234,Karnataka,Raichur,Chilli,Kharif,13.39,745.8,30,72.1,6,6.45,35.4,89.4,57.2,81.6,Drip,158.9,5.75,0.97,2.81,37.63,103552,835570,3896662,3061092,5980,6.293,54.9,2.81,78.556775,0.006292642,228.2,22204.88972,0.104735883
SF12235,Tamil Nadu,Erode,Cotton,Rabi,10.31,390.5,26,55.2,9.3,5.4,22.6,118.2,52.6,118.9,Sprinkler,90.2,6.44,0.73,0.3,3.09,70282,610860,217171,-393689,8645,0.357,37.2,0.3,-181.2806498,0.000357432,289.7,197689.3204,0.17311828
SF12236,Andhra Pradesh,Krishna,Rice,Kharif,7.62,916.2,27.1,73.7,5.9,7.01,35.5,166.4,49.4,107.3,Drip,144.6,3.81,0.99,4.07,31.01,25657,548585,795624,247039,9251,3.352,65.2,4.07,31.04971695,0.00335207,323.1,17690.58368,0.058435583
SF12237,Gujarat,Rajkot,Chilli,Kharif,12.74,723.4,26.2,69,7.1,6.85,26.4,132.9,90.9,137.5,Flood,186.3,4.52,0.77,3.9,49.69,101780,712027,5057448,4345421,10398,4.779,52.3,3.9,85.92121956,0.004778804,361.3,14329.38217,0.086424474
SF12238,Punjab,Ludhiana,Maize,Rabi,2.04,505.3,24,42.1,9.3,7.16,22,125.4,73.3,76.5,Rainfed,231.6,2.98,0.89,2.88,5.88,19480,134984,114542,-20442,571,10.298,47.1,2.88,-17.84672871,0.010297723,275.2,22956.46259,0.063269639
SF12239,Tamil Nadu,Erode,Maize,Zaid,1.39,424.2,35.3,63.3,6.2,6.66,8.8,125.5,60.9,139.2,Flood,305.7,8.4,0.79,3.11,4.32,26189,122903,113136,-9767,775,5.574,32.4,3.11,-8.632972705,0.005574194,325.6,28449.76852,0.259259259
SF12240,Gujarat,Rajkot,Wheat,Kharif,1.09,842.7,24.4,76.5,9.6,7.24,31.3,86.9,94.3,127.9,Drip,283.9,6.62,0.86,2.59,2.82,25917,84299,73086,-11213,467,6.039,48.8,2.59,-15.3421996,0.006038544,309.1,29893.26241,0.135655738
SF12241,Telangana,Warangal,Wheat,Kharif,14.15,668,29.9,61.3,7.3,6.84,24.1,160.4,53.7,94.7,Flood,277.2,2.67,0.68,3.52,49.81,22824,1014587,1136863,122276,8920,5.584,63.8,3.52,10.75556158,0.005584081,308.8,20369.14274,0.04184953
SF12242,Gujarat,Rajkot,Rice,Kharif,9.24,821.8,27.9,62.8,7.5,6.85,33.3,136.8,51,121.6,Sprinkler,155.5,6.19,0.91,3.59,33.17,23637,615899,784039,168140,12468,2.66,66.4,3.59,21.44536177,0.002660411,309.4,18567.95297,0.093222892
SF12243,Andhra Pradesh,Guntur,Chilli,Kharif,14.43,844.8,30.5,51.9,6.6,6.2,26.5,179.4,46.8,100.3,Rainfed,190.3,6,0.74,1.79,25.83,96368,939685,2489185,1549500,5819,4.439,36.7,1.79,62.24929043,0.004438907,326.5,36379.59737,0.163487738
SF12244,Maharashtra,Nashik,Wheat,Kharif,8.16,843.4,31.8,62.9,7.3,6.63,30.9,146,41.7,113.9,Rainfed,166,6.09,0.85,2.82,23.01,20996,522176,483118,-39058,2155,10.677,53.8,2.82,-8.084567331,0.010677494,301.6,22693.43764,0.113197026
SF12245,Tamil Nadu,Erode,Wheat,Kharif,1.97,724.7,33.4,74.8,7,5.85,31.7,108.8,60.6,85.8,Sprinkler,64.4,7.78,0.82,1.06,2.09,23547,117975,49213,-68762,1013,2.063,43,1.06,-139.7232439,0.002063179,255.2,56447.36842,0.180930233
SF12246,Maharashtra,Nashik,Wheat,Kharif,6,657.2,23.6,78.8,6.8,7.38,27.3,123.9,62.8,103,Flood,130.5,5.85,0.84,1.73,10.38,22650,395225,235107,-160118,4401,2.359,34.5,1.73,-68.10430995,0.002358555,289.7,38075.6262,0.169565217
SF12247,Gujarat,Rajkot,Rice,Kharif,6.31,840.6,29.7,50.1,8.3,7.23,24.6,88.6,42.2,93,Flood,141.4,7.4,0.69,2.05,12.94,23916,408010,309473,-98537,11411,1.134,47.2,2.05,-31.84025747,0.001133994,223.8,31530.9119,0.156779661
SF12248,Gujarat,Rajkot,Wheat,Kharif,12.22,1356.9,33.7,82.5,5.8,6.14,23.9,127.3,65.8,100.3,Flood,290.6,2.57,0.89,1.26,15.4,22754,1057159,350412,-706747,8040,1.915,78.3,1.26,-201.690296,0.001915423,293.4,68646.68831,0.032822478
SF12249,Maharashtra,Nashik,Sugarcane,Kharif,0.64,987.8,25,65.1,6,6.78,44.9,166.3,75.1,81.2,Drip,100.7,0.5,0.98,77.25,49.44,3353,39393,165772,126379,1055,46.863,66.7,77.25,76.23663827,0.046862559,322.6,796.7839806,0.007496252
SF12250,Madhya Pradesh,Indore,Rice,Kharif,9.48,800.9,29.2,76.5,7.5,6.64,25.8,89.5,47.8,134.6,Flood,254.2,8.05,0.65,4.78,45.31,24784,736214,1122963,386749,17411,2.602,57.5,4.78,34.44004834,0.002602378,271.9,16248.37784,0.14
SF12251,Madhya Pradesh,Indore,Groundnut,Zaid,14.04,220.2,32.6,68.7,9.2,6.36,14.9,154.1,51.1,144.6,Drip,136.6,6.79,0.66,1.46,20.5,60972,813051,1249926,436875,5320,3.853,33.6,1.46,34.95206916,0.003853383,349.8,39661.02439,0.202083333
SF12252,Andhra Pradesh,Krishna,Maize,Rabi,7,360.5,26,70.9,7.9,7.03,33.3,90.6,61.5,44.6,Rainfed,281,7.86,0.76,3.23,22.61,23685,536532,535518,-1014,2225,10.162,34.5,3.23,-0.189349378,0.010161798,196.7,23729.85405,0.227826087
SF12253,Madhya Pradesh,Indore,Rice,Zaid,7.29,575.7,32.6,37.3,9.2,6.4,15.3,114.2,28.6,82.3,Sprinkler,176.8,10.36,0.83,2.95,21.51,23273,484968,500602,15634,9559,2.25,19.1,2.95,3.12303986,0.002250235,225.1,22546.16457,0.542408377
SF12254,Maharashtra,Nashik,Rice,Rabi,7.59,763.9,29.5,69.2,8.8,6.84,22.9,168.4,47.4,91.3,Drip,40,5.64,0.83,4.19,31.8,21956,373874,698201,324327,10346,3.074,54.3,4.19,46.45180972,0.003073652,307.1,11757.04403,0.103867403
SF12255,Gujarat,Rajkot,Rice,Kharif,12.19,743.2,24.9,62.3,7.6,6.9,34.2,176.9,42.1,134.3,Rainfed,107.9,8.49,0.78,4.51,54.98,22808,699119,1253984,554865,8749,6.284,36.6,4.51,44.24817223,0.006284147,353.3,12715.8785,0.231967213
SF12256,Maharashtra,Nashik,Cotton,Kharif,4.77,731.7,30.5,71.3,8.3,7.66,32.5,154.2,64.2,150.3,Flood,259.1,5.23,0.83,0.81,3.86,60361,319255,232993,-86262,4274,0.903,55.9,0.81,-37.02342989,0.000903135,368.7,82708.54922,0.093559928
SF12257,Telangana,Nalgonda,Groundnut,Kharif,5.18,581.6,26.1,61.8,6.2,6.43,36,139.9,65.1,100.3,Flood,210.6,7.31,0.7,2.2,11.4,47810,375713,545034,169321,3500,3.257,45.7,2.2,31.06613532,0.003257143,305.3,32957.2807,0.159956236
SF12258,Andhra Pradesh,Guntur,Groundnut,Kharif,12.88,835.9,25.5,72.5,6.2,6.04,28.2,78.2,63.4,118.8,Flood,232.8,7.88,0.94,1.15,14.81,54156,771206,802050,30844,8695,1.703,53.6,1.15,3.845645533,0.001703278,260.4,52073.32883,0.147014925
SF12259,Madhya Pradesh,Indore,Pulses,Kharif,13.61,878.1,29.1,67.7,6.5,7.98,37.2,143.1,37,142.3,Drip,94.6,5.58,0.72,0.3,4.08,72488,824795,295751,-529044,4663,0.875,50.8,0.3,-178.8815591,0.000874973,322.4,202155.6373,0.10984252
SF12260,Gujarat,Rajkot,Rice,Rabi,7.79,489.5,27.3,55.9,8.7,6.19,27,138.6,68.5,129.5,Drip,165.5,5.9,0.88,3.2,24.93,18442,487162,459759,-27403,9422,2.646,29.8,3.2,-5.96029659,0.002645935,336.6,19541.19535,0.197986577
SF12261,Gujarat,Rajkot,Rice,Rabi,6.16,149.4,20.6,77.6,8.3,5.45,20.9,95.7,65.9,135.2,Sprinkler,231.2,5.49,0.69,0.38,2.34,19916,409092,46603,-362489,8439,0.277,41.1,0.38,-777.8233161,0.000277284,296.8,174825.641,0.133576642
SF12262,Andhra Pradesh,Guntur,Groundnut,Rabi,6,105.6,21,50.7,8.1,7.66,29.5,155.3,63.3,54.2,Flood,249.9,3.16,0.8,0.4,2.4,59317,424940,142361,-282579,4151,0.578,45.7,0.4,-198.494672,0.000578174,272.8,177058.3333,0.069146608
SF12263,Gujarat,Rajkot,Wheat,Kharif,4.66,849.1,27.2,60.8,6.4,7.26,32.7,102,63.5,107.9,Drip,40,6.15,0.65,2.5,11.65,26512,265269,308865,43596,2154,5.409,36.9,2.5,14.11490457,0.005408542,273.4,22769.87124,0.166666667
SF12264,Maharashtra,Nashik,Wheat,Rabi,13.95,294.4,25.1,53.3,7.5,6.78,21.2,118.8,85.3,172.6,Flood,216.4,6.1,0.85,2.91,40.59,24210,1024002,982684,-41318,8967,4.527,25.3,2.91,-4.204606974,0.004526598,376.7,25227.93792,0.241106719
SF12265,Telangana,Warangal,Chilli,Rabi,3.34,551.9,24.1,59.9,6.9,6.37,27.7,72.3,80.6,111.5,Rainfed,134.3,1.78,0.95,1.93,6.45,112694,200723,726876,526153,1195,5.397,50.2,1.93,72.3855238,0.00539749,264.4,31119.84496,0.035458167
SF12266,Punjab,Ludhiana,Rice,Rabi,2.8,431.6,27.7,52.3,8.1,6.75,23.6,179.7,15,112.5,Drip,91.2,4.13,0.83,3.77,10.56,23521,145440,248382,102942,3195,3.305,42.1,3.77,41.44503225,0.003305164,307.2,13772.72727,0.098099762
SF12267,Tamil Nadu,Erode,Rice,Zaid,4.15,80,29,37.8,8.8,6.19,22.7,135.3,37.9,90.2,Flood,212.6,3.41,0.98,1.62,6.72,18804,304168,126363,-177805,8303,0.809,41.5,1.62,-140.7097014,0.000809346,263.4,45263.09524,0.082168675
SF12268,Andhra Pradesh,Krishna,Pulses,Rabi,14.23,372.4,24.3,58.4,6.7,5.54,28.7,145.2,50.3,121.4,Rainfed,229,1.99,0.66,0.3,4.27,68010,960704,290403,-670301,3035,1.407,43,0.3,-230.8175191,0.001406919,316.9,224989.2272,0.04627907
SF12269,Telangana,Warangal,Wheat,Kharif,11.95,853.3,26.1,75.6,5.6,7.47,28.7,125.7,71.9,89.1,Flood,189.2,3,0.77,1.55,18.52,25613,799247,474353,-324894,7935,2.334,59.2,1.55,-68.4920302,0.002333963,286.7,43155.88553,0.050675676
SF12270,Karnataka,Raichur,Pulses,Zaid,14.55,80,28.9,58,9.2,6.58,26.1,104.7,66,140.5,Flood,220.6,4.9,0.91,0.92,13.39,59846,1063120,801338,-261782,7973,1.679,36.3,0.92,-32.66811258,0.001679418,311.2,79396.5646,0.134986226
SF12271,Punjab,Ludhiana,Maize,Kharif,10.14,952.1,27.3,72.8,5.3,7.36,33.1,126.4,55,81,Flood,255.3,6,0.8,2.17,22,17260,832199,379720,-452479,6616,3.325,53.9,2.17,-119.1612241,0.003325272,262.4,37827.22727,0.111317254
SF12272,Andhra Pradesh,Krishna,Rice,Rabi,10.03,528.5,22.6,64,6.8,6.72,32.7,75.6,55.5,71,Sprinkler,150.1,4.24,0.92,2.79,27.98,25537,588315,714525,126210,16550,1.691,47,2.79,17.66348273,0.001690634,202.1,21026.26876,0.090212766
SF12273,Punjab,Ludhiana,Rice,Kharif,10.48,1149.9,32.2,89.4,5.8,6.56,37.1,78.8,67.5,100.5,Flood,130.4,5.82,0.68,2.63,27.56,21324,667816,587689,-80127,19573,1.408,70,2.63,-13.63425213,0.001408062,246.8,24231.34978,0.083142857
SF12274,Punjab,Ludhiana,Maize,Kharif,6.96,576.4,28.4,56.6,7.3,7.69,29.9,109,78.6,81.4,Drip,119.4,6.05,0.79,1.69,11.76,19419,444388,228367,-216021,3375,3.484,51.2,1.69,-94.59378982,0.003484444,269,37788.09524,0.118164062
SF12275,Telangana,Nalgonda,Chilli,Rabi,5.52,471.6,26.8,61.8,10.2,5.69,36.2,97,35.8,101.2,Sprinkler,247.5,0.5,0.9,0.68,3.75,97462,347778,365482,17704,2938,1.276,63.4,0.68,4.844014206,0.001276378,234,92740.8,0.007886435
SF12276,Andhra Pradesh,Guntur,Cotton,Zaid,6.51,235.9,29.4,54.9,7.4,7.95,22.6,157.3,47,90.7,Flood,231.3,6.79,0.97,0.299539171,1.95,69401,534671,135332,-399339,6824,0.286,34.2,0.299539171,-295.080986,0.000285756,295,274190.2564,0.198538012
SF12277,Telangana,Nalgonda,Maize,Rabi,5.43,80,24,56,5.5,7.24,29.8,111.6,41,71.9,Drip,40,4.54,0.96,2.47,13.41,23239,315613,311635,-3978,2279,5.884,36.1,2.47,-1.276493334,0.00588416,224.5,23535.64504,0.125761773
SF12278,Tamil Nadu,Erode,Cotton,Kharif,12.01,724.5,31.3,66,7,6.32,26.4,119.2,64.9,141.8,Rainfed,142.4,3.78,0.99,1.9,22.82,71188,747723,1624510,876787,4809,4.745,48,1.9,53.97239783,0.004745269,325.9,32766.12621,0.07875
SF12279,Madhya Pradesh,Indore,Sugarcane,Kharif,1.99,485.9,31.1,77.7,7.4,6.75,37.4,90.7,65.7,84.8,Sprinkler,150.9,2.86,0.74,70.59,140.47,3048,132985,428153,295168,4070,34.514,64.6,70.59,68.9398416,0.034513514,241.2,946.714601,0.044272446
SF12280,Andhra Pradesh,Krishna,Rice,Rabi,7.39,490.8,21.7,44.5,5.4,5.64,23,104.3,72.3,85.9,Flood,174.7,7.39,0.89,0.86,6.36,21482,528800,136626,-392174,13923,0.457,29.5,0.86,-287.0419979,0.000456798,262.5,83144.65409,0.250508475
SF12281,Telangana,Warangal,Sugarcane,Rabi,8.18,517.5,25.4,57,8.1,6.74,24,138.5,69,102.3,Flood,187.9,5.1,0.9,62.43,510.68,3884,529052,1983481,1454429,20305,25.15,36,62.43,73.32709514,0.025150456,309.8,1035.975562,0.141666667
SF12282,Telangana,Nalgonda,Maize,Zaid,12.65,80,29.7,46.8,7.8,7.85,20.2,117.1,56.3,112.6,Sprinkler,69.5,4.97,0.79,0.53,6.7,23670,649709,158589,-491120,6364,1.053,28.8,0.53,-309.6809993,0.001052797,286,96971.49254,0.172569444
SF12283,Andhra Pradesh,Guntur,Sugarcane,Rabi,12.34,504.5,20.4,51.3,8,7.09,19.3,163.1,59.4,136.2,Rainfed,195.9,5.66,0.65,50.85,627.49,4218,678865,2646753,1967888,11017,56.957,26.2,50.85,74.35102558,0.056956522,358.7,1081.873815,0.216030534
SF12284,Karnataka,Raichur,Wheat,Rabi,12.74,611.1,22.9,66.4,6.8,8.4,22.9,130.1,61.8,145.9,Rainfed,132.7,3.15,0.73,0.3,3.82,27704,781389,105829,-675560,3521,1.085,46.8,0.3,-638.3505466,0.001084919,337.8,204552.0942,0.067307692
SF12285,Punjab,Ludhiana,Pulses,Kharif,3.02,1152.8,30.2,64.6,6,6.54,36.3,86.8,90.7,87.1,Rainfed,94.4,0.78,0.99,0.87,2.63,73320,173844,192832,18988,629,4.181,51.2,0.87,9.846913375,0.00418124,264.6,66100.38023,0.015234375
SF12286,Andhra Pradesh,Guntur,Groundnut,Kharif,6,825.7,25.2,79.8,6.9,6.12,26.4,88.7,67,78,Drip,108.2,7.95,0.67,1.63,9.78,63497,334726,621001,286275,2763,3.54,44.8,1.63,46.09895958,0.003539631,233.7,34225.56237,0.177455357
SF12287,Maharashtra,Nashik,Wheat,Rabi,6.67,141.7,26.9,57.6,6.4,5.96,23.1,153.1,79.8,50.5,Drip,106.7,0.85,0.88,1.34,8.94,20474,373520,183038,-190482,3125,2.861,57.2,1.34,-104.0669151,0.0028608,283.4,41780.76063,0.01486014
SF12288,Andhra Pradesh,Guntur,Wheat,Rabi,6.95,80,24.4,66.8,8.9,5.91,17.3,113.5,57.9,74.5,Rainfed,191.7,3.63,0.88,0.82,5.7,23523,418252,134081,-284171,2427,2.349,38.4,0.82,-211.9397976,0.002348578,245.9,73377.54386,0.09453125
SF12289,Telangana,Nalgonda,Pulses,Kharif,11.01,850.7,29,79.4,6.6,6.6,32,171.7,64.7,125.6,Flood,155.6,4.86,0.87,1.92,21.14,69874,577399,1477136,899737,4914,4.302,71.4,1.92,60.91091139,0.004301994,362,27313.10312,0.068067227
SF12290,Telangana,Nalgonda,Rice,Zaid,1.89,593.9825243,34.8,57.8,10.4,7.14,20.6,84.7,102.4,117.2,Rainfed,159.5,4.07,0.89,1.67,3.16,23100,103869,72996,-30873,1369,2.308,41.3,1.67,-42.29409831,0.002308254,304.3,32869.93671,0.098547215
SF12291,Tamil Nadu,Erode,Cotton,Kharif,12.39,727.6,30.5,82.2,6.8,5.99,29.6,76.9,56,43.2,Flood,227.2,6.54,0.76,0.99,12.27,64357,916015,789660,-126355,12946,0.948,67.5,0.99,-16.00119039,0.000947783,176.1,74654.84923,0.096888889
SF12292,Andhra Pradesh,Krishna,Maize,Rabi,9.44,443.2,19.3,50.6,8.3,7.48,26.1,175.2,60.3,78.4,Flood,102.9,5.4,0.77,1.8,16.99,17425,652820,296051,-356769,7949,2.137,41.4,1.8,-120.5093041,0.002137376,313.9,38423.77869,0.130434783
SF12293,Maharashtra,Nashik,Wheat,Rabi,3.95,520.3,28.5,53.2,7.1,7.02,26.9,179.6,34.1,100,Flood,197.7,6.2,0.72,3.31,13.07,24589,210050,321378,111328,2634,4.962,42.9,3.31,34.64082793,0.004962035,313.7,16071.15532,0.144522145
SF12294,Tamil Nadu,Erode,Groundnut,Kharif,11.52,985.7,29.4,89.8,5.2,6.8,37.9,130.8,59.2,132.6,Flood,185.7,3.79,0.89,1.88,21.66,51038,862775,1105483,242708,7052,3.071,61.1,1.88,21.9549283,0.003071469,322.6,39832.64081,0.06202946
SF12295,Gujarat,Rajkot,Sugarcane,Rabi,7.36,309.3,24.8,80.1,5.8,6.01,31,110.4,35.1,125.4,Rainfed,248.8,5.45,0.86,27.22,200.34,3170,439596,635078,195482,7844,25.541,47.8,27.22,30.78078598,0.025540541,270.9,2194.249775,0.114016736
SF12296,Andhra Pradesh,Krishna,Wheat,Kharif,1.33,828.7,25.6,66.3,5.8,5.2,31.9,128.8,31.5,115.3,Flood,236.8,7,0.95,0.3,0.4,26330,88040,10532,-77508,978,0.409,42.1,0.3,-735.9285986,0.000408998,275.6,220100,0.166270784
SF12297,Maharashtra,Nashik,Cotton,Kharif,2.42,838.3,31.2,80.2,7.6,6.55,41.7,91.6,45.3,120.4,Drip,117.6,1.66,0.65,1.9,4.6,76706,133552,352848,219296,1775,2.592,82.3,1.9,62.15027434,0.002591549,257.3,29033.04348,0.020170109
SF12298,Andhra Pradesh,Guntur,Cotton,Zaid,3.3,139.6,25.6,57,7.6,7.03,21.9,105.8,59.9,98.1,Sprinkler,155,6.71,0.81,1.45,4.78,74129,172204,354337,182133,2476,1.931,30.7,1.45,51.40106735,0.001930533,263.8,36025.94142,0.218566775
SF12299,Andhra Pradesh,Guntur,Rice,Rabi,8.97,265.1,24,55.6,6.2,5.94,24.1,124.9,66,117.1,Flood,201,7.41,0.66,1.39,12.47,20548,712730,256234,-456496,17384,0.717,23.3,1.39,-178.1559044,0.000717326,308,57155.57338,0.318025751
SF12300,Punjab,Ludhiana,Pulses,Kharif,2.66,578.1,30.7,75.7,6.8,6.57,32.7,92.5,69.6,118.6,Drip,310.7,1.54,0.96,1.6,4.26,71261,237308,303572,66264,791,5.386,59.6,1.6,21.82810009,0.005385588,280.7,55706.10329,0.025838926
SF12301,Gujarat,Rajkot,Groundnut,Rabi,6.96,549,21.3,58.7,7.6,7.29,34.4,93.4,85.3,128.7,Flood,184.3,3.63,0.7,1.28,8.91,57542,380106,512699,132593,4470,1.993,51.9,1.28,25.86176294,0.001993289,307.4,42660.60606,0.069942197
SF12302,Maharashtra,Nashik,Maize,Zaid,2.67,297.4,30.8,50.8,10,6.16,16.3,132.3,28.2,123.1,Sprinkler,217.4,5.29,0.78,2.4,6.41,20692,181111,132636,-48475,1644,3.899,28.1,2.4,-36.54739286,0.003899027,283.6,28254.44618,0.188256228
SF12303,Telangana,Warangal,Chilli,Kharif,8.92,936.2,29.8,80.8,6.7,7.05,29.1,143.2,52.7,87.9,Flood,187.1,8.3,1,2.11,18.82,96919,629166,1824016,1194850,5454,3.451,39.2,2.11,65.50655257,0.003450678,283.8,33430.71201,0.211734694
SF12304,Gujarat,Rajkot,Wheat,Kharif,13.92,581.1,27.9,84.5,6.5,7.65,25.6,148.9,71.2,141.7,Flood,235,5.35,0.86,1.09,15.17,20534,847514,311501,-536013,9969,1.522,63.4,1.09,-172.074247,0.001521717,361.8,55867.76533,0.084384858
SF12305,Gujarat,Rajkot,Rice,Zaid,10.56,357.6,31,45.5,8.4,6.65,22.9,77.6,69.7,127.5,Flood,100.4,3.98,0.95,2.34,24.71,26828,678320,662920,-15400,22224,1.112,49.8,2.34,-2.323055572,0.001111861,274.8,27451.23432,0.079919679
SF12306,Andhra Pradesh,Guntur,Rice,Kharif,12,642.2,29.5,68.5,8.2,5.94,27.3,140.3,71.9,150,Flood,219.5,1.37,1,2.36,28.32,24146,799974,683815,-116159,24171,1.172,59.8,2.36,-16.98690435,0.001171652,362.2,28247.66949,0.022909699
SF12307,Telangana,Warangal,Wheat,Kharif,10.16,835.1,31.6,76.1,8.5,7,35.4,95.6,35.8,104.9,Flood,216,6.21,0.66,2.76,28.04,26584,680492,745415,64923,7758,3.614,46,2.76,8.709644963,0.003614334,236.3,24268.61626,0.135
SF12308,Gujarat,Rajkot,Maize,Rabi,7.42,314.9,24.6,65.9,7,7.61,19.9,105.7,41.9,89.3,Sprinkler,124.4,3.81,0.68,1.12,8.31,19645,515004,163250,-351754,4199,1.979,58.9,1.12,-215.4695253,0.001979043,236.9,61974.00722,0.064685908
SF12309,Punjab,Ludhiana,Groundnut,Rabi,5.1,80,23.9,77.6,7.8,7.07,24.2,129.3,74.6,141.9,Rainfed,250.1,3.74,0.67,1.28,6.53,57659,368970,376513,7543,1607,4.063,41,1.28,2.003383681,0.004063472,345.8,56503.82848,0.091219512
SF12310,Telangana,Nalgonda,Maize,Kharif,14.54,1010.3,27.4,73.7,7.6,6.36,29.3,86.2,60.9,113.6,Drip,240.7,2.74,0.72,3.91,56.85,16950,983123,963608,-19515,6790,8.373,56.3,3.91,-2.025201119,0.008372607,260.7,17293.28056,0.048667851
SF12311,Tamil Nadu,Erode,Wheat,Kharif,7.93,1016.7,25.2,68.8,6.3,6.01,23.8,62.2,87.8,151.4,Flood,168.1,5.23,0.79,1.74,13.8,21935,556803,302703,-254100,6682,2.065,59.6,1.74,-83.94366756,0.00206525,301.4,40348.04348,0.087751678
SF12312,Telangana,Nalgonda,Cotton,Rabi,4.74,443.9,26.3,56,6.2,7.6,21.2,141.7,45.8,96.9,Rainfed,198.7,4.71,0.81,0.6,2.84,78669,270580,223420,-47160,1994,1.424,41.4,0.6,-21.10822666,0.001424273,284.4,95274.64789,0.113768116
SF12313,Madhya Pradesh,Indore,Rice,Kharif,9.25,900.9,24,71.8,5.7,7.77,29.6,111.5,50.6,119.9,Rainfed,219.4,2.39,0.75,0.54,5,22110,649509,110550,-538959,7654,0.653,54.1,0.54,-487.5251018,0.000653253,282,129901.8,0.044177449
SF12314,Punjab,Ludhiana,Rice,Kharif,6.42,994,30,74.3,7,6.02,40.6,115.5,49.3,108.1,Rainfed,140.3,5.89,0.8,1.63,10.46,24260,375931,253760,-122171,5328,1.963,64.8,1.63,-48.14430958,0.001963213,272.9,35939.86616,0.090895062
SF12315,Tamil Nadu,Erode,Sugarcane,Kharif,2.65,883.2,29,90,7.1,5.2,28.5,151.1,72.3,104.5,Drip,147.1,7.56,0.96,5.22,13.83,3479,203037,48115,-154922,4456,3.104,55.9,5.22,-321.9827497,0.00310368,327.9,14680.91106,0.135241503
SF12316,Punjab,Ludhiana,Cotton,Rabi,13.94,80,26,46.7,6.4,7.11,26.4,124.7,49.3,114.1,Rainfed,160.7,2.3,0.81,0.79,11.01,70367,839852,774741,-65111,5487,2.007,43.6,0.79,-8.404227994,0.002006561,288.1,76280.8356,0.052752294
SF12317,Punjab,Ludhiana,Sugarcane,Rabi,6.29,376.4,25.7,41.7,7.6,6.13,25.7,138.1,31.8,95.7,Flood,177.6,0.5,0.93,41.16,258.9,3246,443773,840389,396616,14771,17.528,42.7,41.16,47.194335,0.017527588,265.6,1714.07107,0.011709602
SF12318,Gujarat,Rajkot,Maize,Rabi,6.24,388.9,25,61,8,7.44,22.6,130.1,70.7,81.2,Flood,215,4.53,0.97,1.97,12.29,21611,503271,265599,-237672,4309,2.852,41.5,1.97,-89.48527668,0.00285217,282,40949.63385,0.109156627
